#OTU ID	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	Consensus Lineage
ZOTU389	42	17	19	12	33	12	40	57	75	16	21	23	66	21	71	14	21	28	2	0	8	5	2	2	90	3	4	51	42	53	 k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania; s__Holdemania_filiformis
ZOTU262	32	3	3	2	2	2	45	29	40	1	3	2	4	3	3	4	6	3	1	0	1	1	1	1	0	0	0	10	24	6	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU503	25	29	5	5	106	68	18	102	70	0	1	1	73	42	120	2	7	4	0	0	0	0	0	0	0	0	0	6	3	0	 k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalitalea; s__
ZOTU1257	8	10	4	1	17	10	6	0	3	2	2	7	27	25	33	4	1	2	2	0	0	2	2	2	0	0	0	54	85	82	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
ZOTU1347	57	14	16	33	6	1	42	9	38	18	43	50	13	3	4	22	9	43	0	0	0	0	0	0	1	0	0	3	6	1	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ZOTU450	13	1	10	3	0	0	21	41	34	2	3	7	2	0	4	5	6	2	0	0	1	0	0	0	0	0	0	3	5	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__
ZOTU1424	25	13	22	28	36	21	10	1	3	10	28	27	39	24	14	11	15	15	1	3	6	17	16	18	2	9	9	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1366	22	3	29	17	2	2	0	5	1	43	83	58	10	5	4	56	69	180	0	0	0	0	0	0	0	0	0	19	19	23	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1032	93	1	24	24	1	0	75	20	86	11	14	26	4	1	0	20	8	28	0	0	2	0	0	0	0	1	1	0	2	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU780	15	19	4	2	21	19	6	11	8	2	1	2	19	18	27	5	5	2	1	0	1	3	3	0	1	5	4	14	8	19	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU801	27	9	22	16	16	4	22	43	37	11	18	16	7	6	10	4	2	6	0	0	0	0	0	0	0	0	0	9	8	0	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU229	79	161	82	45	230	178	34	60	32	54	103	94	392	197	596	111	138	153	0	0	0	0	0	0	0	0	0	598	477	1	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__uncultured; s__
ZOTU1381	74	65	64	28	49	35	19	17	32	61	96	66	105	74	62	96	117	178	8	0	3	5	1	1	5	17	18	177	233	217	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium
ZOTU1295	109	10	46	86	6	7	77	50	89	38	58	55	26	8	4	27	9	46	1	0	1	0	1	0	11	4	0	7	13	24	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU1018	11	0	0	0	0	0	4	21	27	0	0	0	0	0	0	0	0	0	45	20	154	1	1	0	233	399	314	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__uncultured_bacterium
ZOTU1046	15	30	6	3	22	12	7	10	6	3	7	8	27	17	22	2	2	3	0	0	0	0	0	0	0	0	0	4	8	0	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU996	45	0	6	8	0	0	105	28	68	7	17	27	2	0	1	15	7	21	0	0	1	0	1	0	1	0	1	27	37	21	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-005; s__uncultured_bacterium
ZOTU303	33	67	33	8	127	102	17	27	34	14	15	19	160	91	175	13	28	26	0	0	0	0	2	2	1	3	1	136	193	6	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-013; s__uncultured_bacterium
ZOTU642	4	5	0	1	11	21	4	10	10	1	4	4	39	5	65	3	11	8	3	0	1	12	3	6	3	7	5	35	25	60	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XIII; g__Family_XIII_AD3011_group; s__uncultured_bacterium
ZOTU1300	24	0	200	481	0	0	0	0	0	166	193	259	0	0	0	208	166	457	13	8	1	0	0	1	0	0	0	0	1	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1352	57	40	83	49	135	84	12	11	40	26	61	40	83	54	81	13	26	15	103	12	151	100	38	43	12	19	13	1	1	2	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__uncultured_bacterium
ZOTU1106	20	46	1	1	69	26	33	0	1	1	0	0	55	30	35	1	0	4	0	0	0	9	9	6	0	0	0	0	1	5	 k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
ZOTU790	3	4	1	1	7	7	1	2	2	1	0	2	12	4	22	0	2	1	0	0	1	0	1	0	0	1	4	9	8	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
ZOTU1450	4	26	2	0	21	15	7	5	5	3	4	2	40	22	42	1	0	3	0	0	0	0	1	0	0	0	0	27	29	14	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU582	70	12	27	14	21	30	38	4	8	33	19	42	37	25	39	23	37	45	41	23	48	99	78	80	61	76	70	59	64	761	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__
ZOTU1146	70	5	30	29	3	0	72	31	60	30	35	51	10	3	1	30	16	46	0	0	0	0	0	0	3	0	0	6	9	20	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU958	7	0	2	1	3	0	2	1	3	3	3	5	8	1	1	3	0	2	7	0	4	0	0	1	1	0	2	3	4	4	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__; s__
ZOTU977	48	0	201	433	0	1	1	0	0	141	183	204	0	0	0	174	152	428	12	3	1	0	0	0	0	1	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__; s__
ZOTU1193	34	1	24	30	3	1	21	37	46	10	11	8	7	2	7	4	4	5	0	0	0	0	0	0	0	0	0	1	1	0	 k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__
ZOTU919	52	0	52	68	0	0	1	0	0	35	95	59	0	0	0	40	54	88	0	3	0	0	0	0	0	0	0	1	1	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU1250	18	9	54	174	6	4	2	0	0	59	66	65	6	5	5	80	57	159	0	0	0	2	3	2	0	0	2	10	12	43	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU192	47	64	28	19	60	43	51	31	60	24	27	29	122	52	86	31	27	47	0	0	0	0	0	0	0	0	0	18	19	0	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__
ZOTU134	21	316	93	64	248	277	11	35	30	72	127	89	687	346	496	97	153	122	1	0	1	3	0	1	1	6	7	562	588	33	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1391	57	1	2	5	0	1	71	2	11	4	4	5	2	0	1	1	1	6	0	0	1	0	0	0	1	5	1	0	1	7	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU494	8	13	2	4	19	9	2	4	4	100	155	150	137	58	109	111	149	165	35	3	37	25	24	14	285	77	60	110	93	105	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Butyricimonas; s__
ZOTU354	10	28	12	4	47	26	1	6	8	9	13	8	93	53	88	5	15	17	0	0	0	0	0	1	0	0	0	52	58	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-010; s__
ZOTU1436	19	53	38	34	28	15	1	5	3	29	52	20	60	33	35	15	12	26	0	0	0	0	0	0	0	0	0	97	79	0	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU1359	67	2	6	1	2	3	27	0	1	2	4	29	1	1	4	0	2	8	0	0	1	0	0	1	0	0	0	3	1	5	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU816	42	7	40	43	11	4	10	4	15	26	46	28	19	7	15	28	27	27	25	0	16	3	0	0	0	6	2	3	1	8	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
ZOTU969	59	3	18	20	0	2	80	13	39	14	22	37	6	2	1	7	4	11	0	0	0	0	0	0	0	0	0	10	13	0	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU220	60	7	59	46	19	11	41	85	75	11	13	11	31	8	19	16	17	25	316	363	381	415	207	235	268	512	517	18	19	1657	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
ZOTU576	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	86	5	108	1	0	0	37	81	59	0	0	2	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
ZOTU1392	2	2	1	0	2	1	0	0	0	0	0	0	3	2	5	0	0	2	0	0	0	1	0	0	0	0	0	9	7	8	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium
ZOTU1112	47	0	58	35	0	0	1	0	0	26	65	52	0	0	0	15	22	15	373	1011	49	6	0	1	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__; s__
ZOTU659	7	78	10	2	134	120	3	7	6	5	17	20	650	298	346	19	33	25	4	7	11	31	20	13	14	30	40	2205	2704	1044	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU462	51	10	50	20	12	9	52	45	33	25	39	38	14	15	29	49	58	81	0	0	0	0	0	0	0	0	0	22	10	0	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Butyricimonas; s__
ZOTU1343	30	2	5	5	7	6	31	20	35	3	12	10	32	9	10	3	1	3	0	0	0	0	0	0	0	0	0	18	14	0	 k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__
ZOTU256	21	55	17	10	123	123	14	59	41	11	26	25	204	105	437	20	45	45	95	168	130	213	123	186	163	237	386	1033	895	3056	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__Clostridium_sensu_stricto_1; s__uncultured_bacterium
ZOTU988	45	10	34	27	8	3	46	21	57	17	57	42	21	10	5	25	17	49	1	1	3	0	1	0	88	0	1	53	84	154	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ZOTU1084	4	11	1	6	28	23	5	7	7	4	6	2	46	23	41	4	7	8	9	6	14	44	26	24	25	16	11	16	10	83	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__uncultured_bacterium
ZOTU653	2	11	14	1	18	5	4	2	7	7	8	51	25	8	17	5	9	14	0	0	0	0	0	0	0	0	0	17	10	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU332	4	9	4	2	8	10	14	6	14	1	7	5	13	10	20	4	3	1	0	0	1	1	1	0	2	2	0	11	9	9	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__
ZOTU1251	5	11	3	6	9	13	1	0	1	2	2	1	18	10	26	4	6	5	0	0	0	0	0	0	0	0	0	71	59	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_1; s__uncultured_bacterium
ZOTU859	12	9	15	13	12	6	8	10	16	3	13	6	26	14	7	3	2	8	11	1	16	0	1	0	8	21	14	13	8	31	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1480	25	116	13	15	127	82	1	8	4	3	32	20	175	76	102	9	14	11	5	6	9	35	26	23	13	17	12	0	0	0	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU592	5	15	1	2	16	14	6	9	4	0	1	3	21	13	21	1	2	2	0	0	3	0	1	1	4	2	1	14	12	8	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium; s__
ZOTU1427	5	30	27	18	4	5	0	0	0	32	75	32	39	22	37	66	64	234	0	0	0	0	0	0	0	1	1	97	106	24	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU180	47	275	45	16	347	303	43	41	76	15	14	20	275	178	156	21	35	46	216	45	410	1074	440	684	670	587	568	798	795	1198	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae_ND3007_group; s__uncultured_bacterium
ZOTU479	10	11	61	16	11	15	4	6	8	18	48	8	18	16	39	32	58	40	1	0	1	9	5	4	10	5	4	68	50	30	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1113	23	61	23	23	154	68	1	2	1	11	16	16	150	112	123	8	11	11	14	17	23	125	49	66	33	33	29	0	0	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU436	12	54	4	3	59	54	13	10	7	0	2	0	59	27	54	2	2	0	0	0	0	0	0	0	0	0	0	2	4	2	 k__Bacteria; p__Lentisphaerae; c__Lentisphaeria; o__Victivallales; f__Victivallaceae; g__Victivallis; s__
ZOTU1457	42	5	6	8	5	2	38	60	50	2	3	1	8	10	2	7	2	4	1	0	4	0	0	0	4	5	1	1	5	1	 k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
ZOTU1510	7	7	13	13	12	2	4	0	5	6	15	8	19	9	9	6	8	9	8	0	5	3	0	0	0	0	1	13	13	16	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__uncultured_bacterium
ZOTU556	6	1	3	2	7	5	4	0	5	2	2	3	11	3	8	0	2	1	0	0	0	0	0	0	0	0	0	35	20	0	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__uncultured; s__
ZOTU721	51	29	24	13	82	46	56	79	82	16	26	38	127	66	116	27	33	30	0	0	5	10	6	5	20	9	4	147	118	57	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_9; s__
ZOTU1173	5	28	2	2	65	37	3	3	2	3	4	6	39	23	31	0	2	0	1	0	0	3	3	0	2	0	0	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU1439	11	58	4	1	98	65	3	5	1	2	9	6	92	47	86	0	1	6	7	1	6	20	15	11	6	14	5	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU1105	22	87	21	13	45	28	4	2	1	19	44	20	100	46	69	26	40	101	2	0	1	5	8	6	4	12	4	450	508	321	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
ZOTU1313	24	5	3	3	4	6	13	0	6	3	4	8	7	4	4	2	3	1	1	0	0	7	5	3	1	4	1	0	0	0	 k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
ZOTU1504	7	0	201	46	0	0	0	0	0	44	176	66	0	0	0	140	240	231	4	0	1	0	0	0	2	2	0	5	5	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU196	16	2	8	3	10	5	45	3	20	7	4	20	14	12	11	7	5	6	0	0	0	0	1	0	0	0	0	16	26	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU1303	63	0	14	12	0	1	93	21	44	16	15	33	6	0	0	22	9	36	1	0	0	0	0	0	0	1	1	3	12	6	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU647	15	3	7	8	12	3	132	4	132	3	3	5	14	6	11	13	11	13	203	1	322	0	0	0	1	1	1	8	9	2	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__
ZOTU1326	4	3	86	66	1	0	2	0	0	61	42	51	0	2	1	72	71	152	0	0	2	4	1	2	1	0	1	4	0	19	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1194	7	87	5	6	71	68	0	3	3	5	10	5	75	48	44	2	2	2	4	2	7	28	13	15	6	4	7	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU77	3	5	2	0	9	4	1	1	1	2	0	0	8	8	9	1	2	1	4	4	1	14	2	3	4	10	9	160	287	1028	 k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__
ZOTU1200	3	12	0	0	5	5	3	3	2	0	1	1	14	12	18	3	2	4	0	0	0	0	0	0	0	0	0	3	4	10	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU951	42	1	109	192	2	0	7	1	2	133	77	151	2	2	2	113	82	272	1	0	3	0	0	1	0	2	0	3	1	24	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1274	7	23	1	2	34	11	2	4	6	2	3	4	53	30	39	1	4	6	0	0	1	0	0	0	0	3	0	27	42	17	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
ZOTU1109	16	30	9	14	25	19	15	20	27	8	15	19	51	24	27	6	3	7	0	0	0	0	0	0	0	0	0	26	24	0	 k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__
ZOTU542	2	4	1	3	6	9	0	0	1	1	3	0	8	5	8	0	4	1	0	0	0	0	0	0	0	0	0	10	8	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU907	23	44	20	9	64	66	16	25	19	14	22	19	167	65	147	21	27	42	17	10	34	50	20	23	42	37	39	263	251	287	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-005; s__
ZOTU638	5	15	1	2	18	12	1	3	2	0	1	3	27	13	30	5	2	8	4	5	6	28	7	15	7	7	12	34	20	57	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
ZOTU1329	12	3	155	85	4	1	0	0	0	94	194	57	16	6	4	174	201	227	0	0	0	0	2	0	0	1	0	83	95	33	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU54	41	25	33	20	35	37	35	60	34	16	30	21	71	31	64	35	48	36	5	2	0	5	1	1	3	1	0	211	228	17	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU391	28	68	8	14	115	100	13	30	26	6	16	15	182	107	180	19	11	22	2	0	6	5	3	6	3	6	8	130	102	33	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU346	71	36	35	32	27	20	152	45	137	25	40	48	34	27	41	31	38	54	0	0	0	0	0	0	1	0	1	37	80	1	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ZOTU1001	11	0	78	65	0	0	0	0	0	55	251	110	0	0	0	171	182	439	1	1	1	0	0	0	0	1	0	0	3	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU106	33	125	85	25	167	138	4	11	13	17	45	29	186	129	169	45	59	45	0	0	0	2	1	0	0	0	1	181	254	26	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_9; s__uncultured_bacterium
ZOTU386	5	3	4	1	11	16	3	1	5	1	3	1	25	8	25	6	3	3	5	0	6	14	2	7	5	9	3	36	31	29	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-005; s__
ZOTU1072	28	60	19	18	85	28	21	3	12	16	27	16	135	58	45	17	6	19	1	0	2	0	0	0	1	0	1	8	6	7	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__
ZOTU1237	15	2	60	164	0	1	2	0	0	48	70	78	3	0	0	65	33	100	1	0	1	0	0	0	0	0	0	0	0	6	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1059	17	0	1	2	0	0	25	41	43	0	0	0	0	0	0	0	0	0	58	6	131	0	0	0	77	490	358	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU559	2	13	6	0	17	14	3	4	2	2	2	5	33	10	19	2	2	4	0	0	0	0	0	0	0	0	0	15	28	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU1061	2	9	0	1	10	4	0	0	3	1	2	1	15	6	11	0	2	2	0	0	0	0	0	0	0	0	0	13	11	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-013; s__
ZOTU378	2	6	1	1	11	5	0	1	2	2	0	1	13	4	6	0	6	1	2	0	4	2	4	7	8	12	17	39	48	168	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU651	1	1	2	1	5	3	0	0	1	0	0	0	9	8	9	0	3	2	0	0	0	0	0	0	0	0	0	18	25	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-010; s__uncultured_bacterium
ZOTU109	5	1	1	1	2	2	11	3	14	0	2	5	5	0	8	0	1	0	0	0	1	1	3	0	1	0	3	3	4	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-002; s__uncultured_bacterium
ZOTU195	14	23	29	10	76	59	5	22	11	22	56	53	113	58	116	70	114	124	49	61	52	76	98	61	79	83	121	384	441	2108	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
ZOTU1515	4	25	1	1	90	44	0	4	2	0	1	0	70	45	52	0	3	0	0	0	0	6	2	1	0	0	0	0	0	0	 k__Bacteria; p__Actinobacteria; c__; o__; f__; g__; s__
ZOTU1513	46	5	14	12	3	3	33	23	25	13	20	17	4	8	4	12	18	35	0	0	3	0	0	0	17	1	0	2	1	7	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
ZOTU1016	39	49	21	4	26	10	20	8	23	16	10	17	40	23	26	8	5	15	0	0	0	0	0	1	0	0	0	11	8	8	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1353	6	10	5	1	15	8	4	5	4	1	4	1	23	10	22	0	5	1	0	0	0	1	1	3	0	2	2	16	18	11	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU1330	27	94	2	9	62	40	13	3	3	14	23	11	108	62	101	17	17	31	1	0	1	2	3	1	0	1	0	247	243	44	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium
ZOTU1325	35	4	0	0	5	3	119	0	5	0	0	2	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU942	7	3	4	4	8	6	4	2	4	2	7	4	10	9	1	3	2	0	13	3	17	6	6	10	103	8	8	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU1369	5	16	6	12	4	5	0	1	0	10	26	15	29	24	12	29	21	65	0	0	0	0	0	0	0	1	1	76	118	123	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1346	28	71	8	2	42	26	16	4	7	12	25	13	101	50	82	18	27	45	0	0	0	3	0	0	0	0	1	97	124	64	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus_2; s__uncultured_bacterium
ZOTU1076	6	26	6	7	35	24	9	13	24	15	8	10	88	33	88	14	12	16	3	0	1	7	2	0	4	3	0	225	248	51	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_NK4A214_group; s__
ZOTU313	3	11	10	0	24	13	2	4	4	10	11	5	62	38	77	9	18	15	3	1	8	16	5	3	14	22	30	87	113	1211	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_6; s__
ZOTU1412	18	4	82	44	5	3	0	5	2	32	49	46	9	5	8	45	52	71	0	0	0	0	0	0	0	0	0	14	9	0	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Senegalimassilia; s__uncultured_bacterium
